cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cluster_idx
283,499,303,29,268,65,494,430,33,253,83
59,364,450,249,112,73,274,633,189,134,41
141,481,219,15,395,78,424,165,75,103,26
237,840,389,133,33,33,576,492,155,420,13
150,388,69,104,93,115,361,377,41,154,5
56,149,385,33,442,23,547,485,252,80,32
351,421,290,143,0,83,269,517,142,29,64
60,411,17,193,207,112,462,336,227,232,62
282,342,67,199,143,106,545,630,155,85,7
251,482,244,169,134,38,127,284,1,226,92
122,66,122,202,491,38,390,527,221,193,63
56,149,385,33,442,23,4,485,252,292,32
251,482,244,169,134,38,389,284,181,226,92
331,801,102,15,311,7,20,136,234,50,76
287,330,67,239,324,67,148,582,121,151,57
166,205,191,20,482,33,440,438,2,279,44
416,432,176,140,264,48,487,5,12,286,39
168,648,2,208,182,94,404,571,178,325,97
191,421,521,66,319,30,83,387,253,124,4
416,432,392,186,264,48,487,149,12,286,39
122,822,122,202,491,38,390,333,221,193,63
191,421,71,3,319,30,83,387,182,124,4
234,492,546,205,243,50,513,300,28,177,40
141,481,219,69,273,78,424,165,75,103,26
51,465,115,28,257,107,400,91,30,96,18
331,801,471,124,311,7,20,136,146,221,76
416,432,392,140,264,48,351,149,12,286,39
82,642,424,12,337,16,468,256,19,98,86
168,648,2,112,182,21,404,571,178,325,97
294,349,468,190,472,100,61,503,136,172,52
28,115,17,181,115,0,76,509,104,94,56
349,496,390,156,221,105,272,120,28,246,68
141,574,293,70,388,25,47,428,122,135,45
328,469,80,189,394,29,283,533,81,80,98
111,642,424,12,234,16,468,256,275,98,86
168,392,537,36,80,16,528,378,167,148,95
168,648,2,112,182,94,404,571,178,153,97
75,753,488,7,344,24,275,393,137,47,28
141,481,219,121,395,78,424,600,75,103,26
299,351,495,8,377,83,331,320,266,89,75
430,187,34,22,449,101,487,554,75,146,77
222,559,63,6,27,7,525,92,293,409,30
198,432,392,140,264,48,487,149,12,286,39
30,196,123,37,426,49,34,457,219,316,58
349,496,390,174,221,105,272,120,100,175,68
56,149,385,231,442,23,547,485,252,179,32
430,232,474,22,449,101,487,554,75,109,77
30,190,415,53,31,83,351,450,55,151,96
446,171,480,252,88,43,551,550,190,399,85
246,143,55,93,82,69,273,64,33,8,51
422,191,367,180,66,94,67,611,105,385,19
224,195,518,11,273,45,49,626,123,212,21
404,377,355,64,18,86,243,10,43,267,24
122,66,122,202,491,38,6,333,221,193,63
371,483,421,98,495,71,414,334,73,111,99
39,846,353,191,152,54,333,490,133,100,33
84,503,153,209,199,87,156,580,227,225,0
276,466,212,230,425,13,562,389,16,157,84
316,559,63,6,27,16,314,92,293,409,30
277,778,522,197,33,40,113,532,240,287,60
404,377,355,64,156,86,243,10,139,267,24
370,444,164,53,64,92,493,355,149,306,17
331,801,471,15,311,42,20,136,146,50,76
152,191,367,185,66,76,67,355,105,385,19
168,341,537,36,80,16,528,274,167,148,95
91,773,391,92,355,6,419,64,60,355,61
237,840,389,118,119,6,576,492,155,420,13
284,492,546,205,431,23,513,300,28,392,40
30,842,123,37,426,49,216,604,219,204,58
407,827,495,202,490,35,424,192,217,73,65
370,444,164,53,64,92,464,355,266,306,17
316,559,52,6,27,16,525,92,230,409,30
351,775,290,143,478,55,269,517,142,29,64
188,774,420,157,202,88,524,513,57,336,48
168,648,273,112,143,94,404,571,178,325,97
84,609,153,209,199,41,156,580,227,225,0
39,321,353,191,152,54,333,405,212,100,33
3,101,141,18,400,0,330,214,71,183,14
416,432,392,140,264,48,487,563,12,286,39
294,592,468,190,145,100,466,503,136,172,52
331,801,471,15,105,7,20,136,255,50,76
173,138,216,39,494,89,308,210,174,31,10
283,465,303,85,268,65,494,430,223,253,83
64,313,330,10,337,11,235,453,164,246,3
224,195,178,11,3,45,87,626,123,212,21
315,483,421,98,495,71,476,499,73,111,99
283,465,303,29,268,65,494,570,223,283,83
98,630,142,246,55,42,291,595,127,399,81
68,778,522,197,33,40,113,532,240,287,60
404,377,355,64,18,86,408,10,159,267,24
79,778,522,197,33,40,113,532,182,287,60
9,603,209,133,418,64,16,574,72,73,71
380,387,500,12,487,17,187,580,146,313,91
168,392,537,36,80,102,77,274,167,148,95
294,349,468,190,145,55,63,503,136,172,52
195,197,372,157,90,108,222,317,233,403,94
343,444,164,53,64,92,464,355,86,306,17
407,661,58,31,387,39,574,37,126,78,47
383,58,0,75,395,42,409,372,279,319,90
53,421,521,3,319,30,83,387,182,65,4
351,775,290,143,0,83,269,68,142,408,64
446,171,480,69,88,43,551,550,190,91,85
349,434,522,47,216,111,101,557,237,123,34
416,819,392,140,264,48,142,149,12,286,39
294,349,3,180,145,100,63,503,136,172,52
39,321,353,221,152,54,333,490,133,100,33
64,90,330,10,337,40,235,453,164,239,3
416,432,392,186,24,48,487,149,12,286,39
142,473,50,216,247,77,499,481,39,47,93
237,840,389,118,33,109,576,492,155,420,13
331,801,471,15,311,7,20,162,146,46,76
406,143,55,93,82,42,273,64,33,297,51
344,778,557,197,33,40,113,532,240,287,60
51,414,115,28,257,107,400,449,30,96,18
140,247,208,138,228,68,202,303,156,257,79
141,758,219,121,395,78,424,165,75,192,26
331,801,471,15,311,7,20,136,141,78,76
56,149,385,83,442,23,547,485,252,179,32
179,247,208,138,310,68,202,243,156,257,79
30,154,415,53,31,83,351,450,55,151,96
28,115,17,181,115,0,76,175,59,94,56
282,342,442,199,319,106,545,111,155,85,7
84,609,153,209,199,115,493,580,227,225,0
438,750,109,252,214,73,425,251,157,337,35
119,59,54,177,78,56,198,449,219,293,29
383,264,0,59,395,42,409,372,279,356,90
270,686,236,243,423,14,303,329,96,7,8
272,247,208,138,310,68,3,303,156,257,79
51,465,534,28,257,107,400,449,30,96,18
166,771,191,38,138,33,440,438,2,268,44
141,481,79,121,395,78,424,165,75,103,26
438,750,109,252,224,73,425,543,157,337,35
224,195,38,11,273,45,49,626,123,212,21
283,465,303,29,268,65,256,430,223,253,83
349,496,390,174,221,105,272,120,21,246,68
28,115,17,181,115,0,76,509,59,191,56
406,143,55,91,82,69,273,64,33,8,51
294,349,468,190,145,100,63,503,136,133,52
65,156,68,6,296,35,395,414,9,31,70
40,36,274,131,214,10,560,115,167,267,6
389,128,525,116,209,42,263,445,285,343,74
406,143,55,93,82,85,565,64,33,8,51
251,482,244,169,134,38,62,284,1,226,92
406,143,55,93,82,69,46,64,33,8,51
79,778,522,197,33,40,113,532,240,287,60
213,612,254,90,170,33,308,163,175,20,38
331,801,129,15,311,98,20,136,146,50,76
97,482,244,169,134,31,389,284,1,226,92
152,191,367,185,66,94,94,611,195,385,19
428,568,31,42,284,37,484,138,291,276,43
64,90,330,10,337,11,235,453,164,339,3
28,7,17,181,115,0,76,509,265,94,56
370,444,121,53,64,92,464,355,86,306,17
416,507,392,140,264,48,487,295,12,286,39
64,90,330,10,170,11,235,453,243,246,3
22,548,136,156,77,66,162,173,283,262,25
261,331,343,179,272,18,37,396,116,56,87
237,840,389,118,385,6,576,74,155,420,13
142,473,50,216,247,107,503,481,39,320,93
349,707,522,77,399,111,101,557,237,123,34
406,143,55,93,82,49,273,64,33,8,51
144,774,420,157,63,88,524,513,57,336,48
420,421,521,3,319,30,83,387,182,124,4
141,574,293,70,388,28,47,30,122,26,45
141,574,293,70,388,25,47,30,122,421,45
232,614,80,29,276,6,363,123,119,32,73
213,155,351,90,170,33,308,163,175,20,38
349,496,390,174,182,105,272,120,28,246,68
0,197,372,190,90,102,284,317,233,403,94
141,574,293,70,388,25,47,30,260,26,45
362,392,537,36,80,16,528,274,167,148,95
389,27,99,228,209,42,295,445,285,343,74
436,92,46,156,316,78,347,634,198,113,31
320,775,507,102,304,19,424,144,209,312,15
141,574,293,70,388,25,422,30,122,26,45
446,171,480,252,88,8,551,550,190,127,85
371,483,421,98,495,26,414,499,73,111,99
24,516,433,11,480,105,345,7,83,122,16
230,387,500,12,487,72,187,580,146,313,91
351,775,290,143,0,83,269,517,142,205,64
320,775,507,120,304,19,424,144,209,312,15
257,481,219,121,395,78,424,165,75,103,26
119,59,543,172,78,56,198,449,259,47,29
22,548,136,46,77,66,162,173,283,68,25
38,559,548,112,49,115,178,411,230,244,89
419,227,590,162,134,0,170,194,11,95,66
150,388,416,104,93,115,164,377,41,154,5
56,149,370,33,442,23,547,485,47,179,32
185,564,320,84,29,69,5,466,190,237,20
10,657,170,62,335,11,41,541,184,250,42
383,58,0,59,395,90,409,372,79,356,90
349,496,390,174,14,105,272,120,28,246,68
56,149,385,101,442,23,547,485,252,179,32
328,469,213,189,394,34,283,533,81,122,98
141,481,219,169,395,78,424,165,75,103,26
370,444,164,53,64,92,464,355,190,111,17
370,444,164,53,64,33,464,355,86,306,17
30,532,415,53,31,83,351,424,55,151,96
25,346,523,214,479,101,565,537,121,380,9
54,258,491,49,172,90,8,291,26,201,72
9,603,209,133,418,64,145,163,72,390,71
316,559,63,6,27,16,63,92,293,409,30
51,465,115,28,257,107,457,449,30,96,18
75,753,488,77,435,24,258,393,137,47,28
39,321,353,191,152,95,333,490,133,100,33
173,138,216,189,494,44,308,210,297,31,10
284,492,92,205,243,23,513,300,28,177,40
168,648,2,112,182,33,404,571,178,325,97
152,191,384,185,66,94,67,235,105,385,19
349,496,360,174,221,105,272,120,28,357,68
144,774,420,157,202,43,524,513,57,336,48
251,482,244,61,134,38,389,284,1,226,92
191,421,521,3,319,5,83,387,182,124,4
237,840,389,118,33,101,576,492,268,420,13
446,171,480,252,189,43,551,550,190,91,85
122,240,495,202,283,35,25,192,217,73,65
140,247,208,138,310,68,202,303,34,257,79
166,416,191,38,482,33,440,438,2,279,44
387,750,109,252,224,73,425,251,157,122,35
282,342,67,199,482,106,490,111,155,85,7
30,532,415,53,31,83,351,450,55,151,96
349,648,2,112,182,94,404,516,178,325,97
140,247,463,138,310,68,202,303,218,257,79
140,247,208,175,95,68,202,303,156,257,79
331,801,471,186,311,7,20,136,146,50,76
389,150,525,228,209,42,263,445,285,343,74
346,290,521,3,319,30,83,387,182,124,4
14,707,522,77,216,111,101,557,188,123,34
152,191,367,185,7,94,67,611,105,385,19
163,813,233,153,380,52,379,319,136,200,67
75,753,336,7,344,24,258,393,137,47,28
446,171,480,252,88,43,453,550,190,44,85
349,372,390,174,221,105,272,120,28,246,68
152,191,367,185,66,94,67,611,105,145,19
407,240,495,202,283,35,424,17,217,20,65
75,232,474,22,449,101,487,554,248,146,77
59,364,450,34,112,73,274,85,189,88,41
328,747,66,213,481,15,391,555,62,223,12
370,444,164,53,64,79,464,355,86,306,17
185,564,320,84,29,52,102,466,190,237,20
75,170,233,153,380,52,229,319,199,200,67
213,612,269,90,170,100,308,163,175,20,38
140,247,208,138,66,68,202,303,156,257,79
305,465,115,28,257,107,400,449,30,96,18
41,231,55,225,124,80,241,537,97,238,37
168,392,537,36,80,16,528,274,221,168,95
84,609,153,209,199,87,156,580,227,225,0
59,364,450,249,112,73,274,85,189,134,41
83,156,68,6,214,35,195,414,9,31,70
349,496,390,174,221,105,272,120,28,246,68
144,774,420,157,202,88,524,513,57,312,48
320,775,507,120,304,19,185,144,209,312,15
190,412,341,166,322,90,98,245,146,113,82
195,197,372,190,90,102,222,638,233,403,94
9,603,209,133,418,64,145,574,188,390,71
155,482,37,24,462,46,239,143,171,312,55
406,640,55,93,82,69,273,64,33,253,51
30,842,123,37,426,49,214,604,219,316,58
52,101,141,18,251,0,330,214,77,183,14
56,149,385,211,442,23,547,485,252,179,32
28,115,146,181,115,0,76,509,59,94,56
51,78,115,28,257,107,400,449,30,96,18
122,66,122,208,491,38,390,333,221,193,63
237,840,389,118,33,6,576,492,155,183,13
224,195,42,11,273,45,49,626,12,212,21
284,795,546,205,243,23,513,300,28,87,40
39,818,353,191,152,54,333,490,79,100,33
373,481,219,121,395,78,424,165,75,103,26
122,66,210,202,491,38,390,333,221,193,63
430,232,474,22,449,101,487,554,224,225,77
141,666,526,121,395,78,424,165,75,103,26
60,411,17,60,51,57,462,336,68,232,62
430,232,474,22,449,101,487,554,75,88,77
59,364,450,249,28,73,443,85,189,134,41
287,330,323,239,324,67,571,582,121,120,57
351,775,290,143,0,83,355,517,142,29,64
349,496,390,174,221,105,272,430,28,246,68
41,231,42,225,364,80,556,537,97,238,37
22,548,136,224,77,66,162,173,283,262,25
60,411,17,193,113,57,462,336,227,232,62
406,143,121,93,414,69,273,64,33,8,51
39,321,353,191,293,54,333,490,133,100,33
389,27,525,228,332,42,263,445,123,343,74
284,492,111,205,243,40,513,300,28,177,40
449,710,209,136,417,13,469,480,284,359,53
237,840,389,129,33,6,126,492,155,420,13
287,330,323,69,324,67,285,582,121,151,57
270,686,236,243,423,14,13,130,96,7,8
351,775,364,143,0,83,269,150,142,29,64
150,225,416,104,93,115,361,377,41,381,5
371,483,421,98,495,71,479,634,73,111,99
141,481,219,121,395,78,330,165,75,103,26
122,66,122,202,491,71,390,333,221,350,63
9,603,209,133,418,106,145,574,72,390,71
283,465,84,29,268,65,494,430,223,253,83
82,550,424,12,337,16,468,256,275,98,86
39,321,353,191,453,54,290,490,133,100,33
88,448,483,75,354,33,274,204,289,395,23
64,334,330,10,337,11,235,237,164,246,3
331,801,471,15,311,49,20,136,146,50,76
386,240,447,73,125,66,155,447,5,287,1
84,609,153,33,199,87,129,580,227,225,0
299,351,495,49,10,83,512,320,266,69,75
276,466,212,230,241,13,250,147,16,157,84
430,232,466,22,315,101,487,554,75,146,77
56,149,385,33,442,17,547,485,137,179,32
30,532,346,53,31,83,351,450,55,66,96
88,448,240,75,62,33,409,204,289,395,23
88,448,483,75,467,33,334,204,289,395,23
261,331,480,25,272,18,37,629,116,56,87
383,58,0,59,395,42,409,372,144,356,90
224,195,178,11,273,45,75,626,123,212,21
351,775,290,143,0,83,445,517,142,29,64
294,349,468,190,145,100,63,503,233,347,52
294,349,292,190,145,100,63,503,136,172,52
6,171,480,252,88,43,551,550,190,91,85
88,448,483,75,62,33,274,204,276,395,23
284,492,546,205,243,23,513,300,28,407,40
195,197,405,14,90,102,222,317,233,403,94
430,232,474,22,449,101,487,554,75,259,77
455,364,447,73,125,66,155,447,95,287,1
191,421,521,3,319,48,83,387,182,124,4
141,481,219,121,406,78,424,165,75,158,26
213,612,269,209,170,33,308,163,175,20,38
153,364,450,249,112,73,274,85,189,271,41
444,465,488,28,257,107,400,449,30,96,18
276,466,212,230,241,13,250,389,16,414,84
299,354,495,8,377,27,512,320,266,69,75
386,525,447,73,125,66,155,447,34,287,1
349,496,101,174,221,105,272,390,28,246,68
446,171,480,252,88,43,551,550,190,240,85
88,448,483,75,62,33,274,181,289,395,23
389,27,525,228,209,42,263,255,285,343,74
168,648,394,112,182,64,404,571,178,325,97
0,774,15,218,310,76,522,543,71,402,54
328,469,80,189,394,34,283,533,81,335,98
152,191,367,185,66,101,287,611,105,385,19
191,710,521,3,319,30,83,387,182,124,4
282,342,67,199,266,106,545,111,155,85,7
119,59,543,127,78,56,206,449,259,293,29
140,247,208,138,310,68,528,303,99,257,79
56,149,385,33,442,94,547,485,252,179,32
237,840,389,118,446,6,576,492,155,420,13
389,27,327,179,209,42,263,445,285,343,74
60,364,450,249,112,73,274,85,234,134,41
322,387,500,12,487,72,187,580,146,313,91
168,392,537,36,80,16,528,274,26,148,95
436,321,353,191,152,54,333,490,133,100,33
39,321,353,191,157,54,333,490,133,100,33
152,191,367,185,66,41,67,611,290,385,19
291,156,68,6,296,78,195,414,9,31,70
328,261,80,189,394,34,283,533,81,377,98
370,444,164,53,486,92,464,355,86,348,17
191,421,521,3,319,30,83,434,182,124,4
328,470,80,189,394,9,283,533,81,377,98
261,331,480,179,272,18,94,629,116,56,87
30,90,123,37,426,98,34,604,219,316,58
64,90,330,168,211,11,235,453,164,246,3
370,299,28,105,373,98,253,91,71,76,46
251,482,244,169,134,10,167,284,1,226,92
370,444,164,53,64,92,464,226,86,108,17
299,351,495,8,274,83,512,320,266,69,75
389,27,525,12,209,42,263,445,285,343,74
64,90,330,10,337,11,235,220,164,141,3
406,143,55,93,82,69,329,64,33,8,51
152,191,367,185,66,94,461,435,105,385,19
407,240,495,202,283,35,424,585,217,73,65
39,321,353,191,152,54,333,490,223,100,33
82,460,424,12,337,39,468,256,275,98,86
175,321,353,191,152,54,333,362,133,100,33
224,805,178,11,273,45,111,626,123,212,21
152,191,217,185,66,94,317,611,105,385,19
386,364,447,73,125,66,155,322,251,287,1
237,109,87,118,33,6,576,492,155,420,13
284,27,525,228,209,42,263,359,285,343,74
119,853,291,177,78,56,198,449,259,293,29
75,753,488,7,344,115,258,393,137,301,28
294,349,468,190,145,100,63,581,136,172,52
150,388,416,104,93,4,361,377,41,13,5
75,753,488,16,344,24,258,393,137,47,28
251,482,244,169,134,38,389,284,1,226,92
383,58,0,59,395,42,409,372,279,329,90
144,774,420,157,202,88,524,513,57,84,48
282,342,67,199,319,106,545,111,155,250,7
291,156,561,6,296,35,195,414,291,31,70
436,92,46,140,161,78,460,634,198,113,31
142,473,50,100,247,107,157,481,39,47,93
310,775,507,120,304,41,424,144,209,312,15
59,364,450,249,87,73,274,85,235,134,41
9,775,507,120,304,19,424,603,209,312,15
438,673,109,252,451,73,425,251,157,337,35
386,364,447,73,125,66,155,447,251,154,1
282,342,67,199,319,106,545,111,223,85,7
430,232,474,22,449,101,487,554,75,198,77
9,603,565,133,243,64,145,574,72,390,71
142,473,50,216,247,107,12,481,39,47,93
191,421,521,66,319,30,83,387,279,124,4
64,90,330,10,337,11,235,453,164,370,3
191,421,521,146,319,30,72,387,182,124,4
59,364,450,249,112,41,274,85,189,134,41
282,342,173,199,319,106,545,0,155,85,7
370,444,231,53,187,92,464,355,86,306,17
299,351,495,8,377,83,512,320,93,69,75
416,432,392,140,264,89,487,149,12,266,39
21,774,420,157,202,88,524,513,57,336,48
39,321,353,191,152,54,191,490,133,100,33
30,842,123,37,426,49,34,604,219,391,58
406,143,55,93,461,69,273,64,33,8,51
54,629,491,49,172,90,339,291,26,201,72
278,258,491,49,172,3,339,291,26,201,72
28,115,17,181,115,0,76,509,59,94,56
433,612,269,90,170,33,308,163,175,20,38
122,58,0,59,395,42,409,372,64,356,90
416,432,392,140,264,98,487,548,12,286,39
191,760,521,3,319,30,83,387,182,124,4
175,90,330,10,9,11,235,453,164,246,3
418,171,480,252,88,43,551,550,190,91,85
446,171,480,252,88,43,551,47,190,91,85
46,801,471,15,311,7,20,136,146,50,76
56,149,385,33,442,23,547,276,252,308,32
54,258,491,49,172,90,241,291,26,201,72
328,469,80,189,394,34,283,533,18,382,98
276,466,212,230,241,13,250,389,16,351,84
123,842,123,37,426,107,34,604,219,316,58
166,771,191,38,482,33,485,438,2,279,44
39,321,353,191,387,54,333,490,133,100,33
407,240,495,202,226,35,424,192,217,73,65
406,143,55,93,374,69,434,64,33,8,51
224,343,178,11,273,45,49,626,123,212,21
416,432,203,140,264,48,487,149,12,286,39
82,642,424,12,337,16,468,397,237,98,86
386,364,447,73,125,70,248,447,251,287,1
410,330,323,129,324,67,148,582,121,151,57
438,750,109,252,224,113,425,251,157,337,35
64,90,330,10,292,11,235,453,164,246,3
142,473,50,216,247,107,157,481,39,47,93
389,817,525,228,209,42,263,445,215,343,74
54,258,491,154,472,90,339,291,26,201,72
41,231,42,225,124,80,241,537,155,234,37
283,465,303,10,268,65,494,430,223,253,83
328,469,266,189,394,34,283,618,81,377,98
289,648,2,112,182,94,404,571,183,325,97
39,321,353,191,344,54,333,490,133,385,33
436,92,46,140,316,78,460,634,198,113,31
22,548,136,46,77,85,98,173,283,262,25
237,840,389,110,33,6,576,492,24,420,13
416,432,392,140,264,48,487,149,12,310,39
54,258,491,21,172,90,339,291,52,201,72
88,448,483,75,62,33,274,204,289,134,23
25,635,523,214,181,101,450,537,121,380,9
389,27,525,228,209,42,263,445,33,343,74
283,465,303,29,268,65,494,430,163,253,83
64,90,330,10,337,11,235,147,164,246,3
349,707,522,77,216,111,342,557,237,351,34
407,240,495,202,283,35,424,192,257,419,65
284,492,546,199,243,23,513,300,28,177,40
389,624,80,29,276,6,363,123,119,32,73
51,465,115,28,257,10,400,449,30,96,18
56,149,385,145,442,71,547,485,252,179,32
356,766,424,12,337,16,468,256,275,98,86
389,117,589,124,386,84,119,110,152,369,27
290,58,0,59,395,42,409,372,279,356,90
56,149,385,33,442,23,547,485,60,179,32
351,775,290,143,0,83,317,517,142,29,64
389,27,525,228,209,42,263,204,279,343,74
438,750,109,252,224,75,425,251,252,337,35
39,484,353,191,152,54,333,569,133,100,33
436,92,78,140,26,78,460,634,198,113,31
371,483,421,66,495,30,414,499,73,111,99
355,90,330,61,337,11,235,453,164,246,3
294,349,468,190,145,44,63,503,136,172,52
59,364,450,249,112,95,274,85,189,134,41
349,496,390,174,221,105,272,120,28,318,68
3,101,141,18,156,0,330,214,122,183,14
261,331,522,179,272,18,37,629,116,56,87
386,364,447,73,242,66,567,447,251,287,1
224,195,178,11,273,45,49,626,250,212,21
64,90,330,10,435,11,235,453,164,246,3
88,448,483,75,62,33,274,204,289,421,23
389,27,525,228,209,42,263,445,285,369,74
166,771,191,38,482,33,440,100,2,279,44
224,243,178,11,273,45,49,626,123,212,21
349,707,522,77,216,111,101,617,237,123,34
322,387,68,12,487,72,187,580,146,313,91
351,252,290,143,0,83,269,517,142,29,64
389,27,525,228,209,42,263,445,285,64,74
152,286,341,166,322,90,394,245,219,113,82
287,330,323,239,84,105,148,582,121,151,57
389,624,276,29,276,6,363,458,119,32,73
276,466,212,230,241,13,454,389,16,157,84
141,614,219,121,395,78,424,165,75,103,26
152,191,367,185,91,94,556,611,105,385,19
41,231,42,225,237,80,241,537,68,238,37
370,444,164,53,79,77,464,355,86,306,17
168,648,2,112,182,94,404,571,259,246,97
56,149,422,33,442,23,559,485,252,179,32
349,496,390,174,221,98,272,120,247,246,68
349,496,390,84,221,105,272,120,28,246,68
371,483,547,98,109,71,414,499,73,111,99
